Date,Open,High,Low,Close,Volume
30-Dec-11,57.64,58.04,57.64,57.86,44943710
29-Dec-11,57.63,57.95,57.22,57.87,54039041
28-Dec-11,58.13,58.32,57.33,57.52,57214227
27-Dec-11,57.59,58.44,57.57,58.08,66308613
23-Dec-11,57.10,57.66,57.07,57.62,67401964
22-Dec-11,56.71,57.02,56.59,56.94,50589112
21-Dec-11,56.67,56.76,56.00,56.64,65736678
20-Dec-11,55.39,56.59,55.32,56.56,84350728
19-Dec-11,54.64,54.98,54.35,54.60,58881914
16-Dec-11,54.34,54.88,54.22,54.43,105394401
15-Dec-11,54.76,54.82,54.04,54.13,64112125
14-Dec-11,55.24,55.34,53.95,54.31,101788680
13-Dec-11,56.14,56.49,55.30,55.54,84784203
12-Dec-11,55.95,56.27,55.64,55.98,75266366
9-Dec-11,56.12,56.29,55.86,56.23,74285785
8-Dec-11,55.92,56.50,55.75,55.81,94089051
7-Dec-11,55.70,55.85,55.25,55.58,76249929
6-Dec-11,56.07,56.38,55.63,55.85,70951013
5-Dec-11,56.21,56.63,55.77,56.14,89342127
2-Dec-11,55.69,56.23,55.51,55.67,94818290
1-Dec-11,54.65,55.57,54.39,55.42,96794838
30-Nov-11,54.47,54.61,54.04,54.60,101516702
29-Nov-11,53.69,54.12,52.89,53.31,94007858
28-Nov-11,53.19,53.82,52.90,53.73,86660854
25-Nov-11,52.63,53.02,51.90,51.94,63689801
23-Nov-11,53.50,53.69,52.41,52.43,107160445
22-Nov-11,53.00,53.99,52.99,53.79,102324341
21-Nov-11,52.91,53.10,52.27,52.72,112050589
18-Nov-11,54.13,54.28,53.55,53.56,93018765
17-Nov-11,54.85,54.94,53.64,53.92,120030148
16-Nov-11,55.61,55.88,54.90,54.97,87302012
15-Nov-11,54.40,55.64,54.21,55.55,107744812
14-Nov-11,54.79,55.04,54.03,54.18,108265507
11-Nov-11,55.23,55.53,54.32,54.95,163446017
10-Nov-11,56.72,56.74,54.59,55.03,186245269
9-Nov-11,56.71,57.27,56.32,56.47,139670930
8-Nov-11,57.46,58.29,57.37,58.03,100109842
7-Nov-11,57.13,57.14,56.59,57.10,67565799
4-Nov-11,57.43,57.63,57.02,57.18,75556992
3-Nov-11,57.01,57.63,56.48,57.58,110381075
2-Nov-11,57.16,57.21,56.44,56.77,82063667
1-Nov-11,56.77,57.07,56.17,56.64,132946877
31-Oct-11,57.49,58.48,57.29,57.83,96406303
28-Oct-11,57.57,58.05,57.50,57.85,80709748
27-Oct-11,58.22,58.43,57.41,57.81,123713317
26-Oct-11,57.39,57.51,56.16,57.23,114074982
25-Oct-11,57.86,58.08,56.77,56.82,107650200
24-Oct-11,56.60,58.07,56.49,57.97,125589044
21-Oct-11,56.87,57.02,55.82,56.12,155310512
20-Oct-11,57.14,57.19,56.32,56.47,137382294
19-Oct-11,57.34,58.35,56.83,56.95,275998093
18-Oct-11,60.25,60.69,59.43,60.32,220400096
17-Oct-11,60.25,60.96,59.42,60.00,171510696
14-Oct-11,59.55,60.29,59.32,60.29,143341730
13-Oct-11,57.85,58.35,57.55,58.35,106545775
12-Oct-11,58.19,58.46,57.16,57.46,155570982
11-Oct-11,56.08,57.60,55.93,57.18,151420465
10-Oct-11,54.16,55.54,54.03,55.54,110628287
7-Oct-11,53.68,53.96,52.64,52.83,133904162
6-Oct-11,53.33,54.97,53.11,53.91,203145054
5-Oct-11,52.55,54.26,51.47,54.04,196617358
4-Oct-11,53.51,54.54,50.61,53.21,308418887
3-Oct-11,54.34,54.66,53.31,53.51,167269011
30-Sep-11,55.30,55.56,54.45,54.47,137059223
29-Sep-11,57.42,57.46,55.17,55.80,162841147
28-Sep-11,57.17,57.68,56.64,56.72,107463181
27-Sep-11,58.39,58.46,56.87,57.04,158124372
26-Sep-11,57.12,57.71,55.90,57.60,203218862
23-Sep-11,57.18,58.11,57.12,57.76,136620610
22-Sep-11,57.29,58.55,56.67,57.40,242120137
21-Sep-11,59.95,60.23,58.86,58.88,151493755
20-Sep-11,59.32,60.41,58.74,59.06,193937289
19-Sep-11,56.71,59.03,56.46,58.80,205964780
16-Sep-11,56.51,57.22,56.43,57.21,174622161
15-Sep-11,55.92,56.24,55.70,56.14,104454581
14-Sep-11,55.29,56.03,55.11,55.61,133680848
13-Sep-11,54.59,55.17,54.32,54.95,110184487
12-Sep-11,53.29,54.41,53.13,54.28,116957988
9-Sep-11,54.85,55.14,53.57,53.93,141269408
8-Sep-11,54.63,55.52,54.62,54.88,104039460
7-Sep-11,55.08,55.09,54.57,54.85,87643794
6-Sep-11,52.48,54.33,52.35,54.25,127424129
2-Sep-11,53.53,54.00,53.12,53.44,109791514
1-Sep-11,55.12,55.33,54.39,54.43,85930705
31-Aug-11,55.80,56.01,54.55,54.98,130688894
30-Aug-11,55.46,55.98,55.17,55.71,104480264
29-Aug-11,55.45,55.93,55.43,55.71,101313149
26-Aug-11,53.02,54.83,52.97,54.80,160368761
25-Aug-11,52.15,53.64,52.14,53.39,217825076
24-Aug-11,53.35,54.14,52.94,53.74,156566907
23-Aug-11,51.47,53.38,51.00,53.37,164208576
22-Aug-11,52.07,52.13,50.73,50.92,133826210
19-Aug-11,51.74,52.43,50.86,50.86,193970546
18-Aug-11,52.98,53.24,51.62,52.29,212858289
17-Aug-11,54.62,54.93,54.00,54.35,110514943
16-Aug-11,54.50,54.77,53.72,54.35,124722122
15-Aug-11,54.23,55.00,54.01,54.77,115135468
